id,metadata,is_deleted,created_at,updated_at,deleted_at,created_by,job,title,task_type,status,is_completed,hints,additional_notes
91b6941b-27a1-4d68-a601-37b6e92e8eee,,0,2023-04-20 21:27:00,2023-05-16 14:51:09,,ce0676ba-4e86-4680-a32e-c477adcb7ffa,7b64df06-aee9-4eab-b865-72e8dc16296b,Test task two,,not_started,0,,<p>test</p>
2f7ce747-bf1f-4776-9cd1-8fd9411ac697,,0,2023-04-18 23:34:35,2023-05-16 14:51:09,,09aa9c10-183c-4737-8b61-87808f549161,7b64df06-aee9-4eab-b865-72e8dc16296b,Test Task,,not_started,0,,Test
c8bdba61-5cd5-428c-a51a-15cd09b19b52,,0,2023-04-13 18:15:25,2023-04-13 18:15:25,,ce0676ba-4e86-4680-a32e-c477adcb7ffa,bf6cdbdd-58f8-4329-8fdd-4e419744e227,Confirm the Start Date,,not_started,0,,
826f5b4e-e0d8-4ffc-9bc7-0eca5bf63741,,0,2023-04-12 23:47:09,2023-04-12 23:47:09,,ce0676ba-4e86-4680-a32e-c477adcb7ffa,bf6cdbdd-58f8-4329-8fdd-4e419744e227,Report access to Stripe Point of Sale,,not_started,0,,
bfebada6-acb9-4e33-840e-85e36e84ef63,,0,2023-04-12 23:46:36,2023-04-12 23:46:36,,ce0676ba-4e86-4680-a32e-c477adcb7ffa,bf6cdbdd-58f8-4329-8fdd-4e419744e227,Report Access to Payroll,,not_started,0,,
5a8c0015-7332-43c1-a760-5925165a5ee3,,0,2023-04-12 23:42:23,2023-04-12 23:42:23,,ce0676ba-4e86-4680-a32e-c477adcb7ffa,bf6cdbdd-58f8-4329-8fdd-4e419744e227,View only access to Platinum Card 1000,,not_started,0,,
dd78dc8b-13b3-4c80-a88f-5c762e09b7d7,,0,2023-04-12 23:41:55,2023-04-12 23:41:55,,ce0676ba-4e86-4680-a32e-c477adcb7ffa,bf6cdbdd-58f8-4329-8fdd-4e419744e227,View only Access to Checking 9901,,not_started,0,,
1f9b2270-7482-4fa4-8eab-4ab2cf944fdb,,0,2023-04-12 23:41:24,2023-04-12 23:41:24,,ce0676ba-4e86-4680-a32e-c477adcb7ffa,bf6cdbdd-58f8-4329-8fdd-4e419744e227,Onboard to Chargezoom,,not_started,0,,
f03c9efd-6a84-4acd-950a-da04a14dbf9c,,0,2023-04-12 23:41:05,2023-04-12 23:41:05,,ce0676ba-4e86-4680-a32e-c477adcb7ffa,bf6cdbdd-58f8-4329-8fdd-4e419744e227,Onboard to Support email,,not_started,0,,
59a2a71e-6add-4f26-8362-29cb66e3f642,,0,2023-04-11 01:21:50,2023-04-11 01:21:50,,ce0676ba-4e86-4680-a32e-c477adcb7ffa,0ca102f7-4dde-4d6c-a943-5c0bfd198380,Loan Payable De Lage Landon ST,no_type,not_started,0,,Get additional loan info on this
96ca3dd8-af65-45d9-8e5d-5432eb168bcb,,0,2023-04-11 01:20:23,2023-04-11 01:20:23,,ce0676ba-4e86-4680-a32e-c477adcb7ffa,0ca102f7-4dde-4d6c-a943-5c0bfd198380,Loan payable - EIDL - get info,no_type,not_started,0,,Get additional info on this loan
f660d0a5-1199-4b53-9442-0382ddf28a53,,0,2023-04-11 01:12:11,2023-04-11 01:13:30,,ce0676ba-4e86-4680-a32e-c477adcb7ffa,0ca102f7-4dde-4d6c-a943-5c0bfd198380,Get info from Previous email dated 3/29/2023,no_type,not_started,0,,
b85a303a-eb27-4f8b-92fd-532e15884746,,0,2023-04-11 01:09:18,2023-04-11 01:23:04,,ce0676ba-4e86-4680-a32e-c477adcb7ffa,0ca102f7-4dde-4d6c-a943-5c0bfd198380,Ticket 1120,no_type,not_started,0,,Get answers to this ticket.  Most urgent is item # 4
4385eee7-4502-409b-8fe6-3aecca8afc73,,0,2023-04-07 00:05:47,2023-04-07 00:05:47,,ce0676ba-4e86-4680-a32e-c477adcb7ffa,b236b67d-105b-41c2-bde2-e18dca139926,Ask About Petty Cash,no_type,not_started,0,,"One large cash customer paid $9,600 so ask if he took it"
a42d8835-6d85-44b5-ac21-2f89b54f50f9,,0,2023-04-07 00:00:41,2023-04-07 00:00:41,,ce0676ba-4e86-4680-a32e-c477adcb7ffa,b236b67d-105b-41c2-bde2-e18dca139926,Ask Sean if he has loan statements on hand,no_type,not_started,0,,If he has all the loan statements get them from him.
9ce79994-7a49-4308-9f4b-5926a2b31b4a,,0,2023-04-06 23:58:23,2023-04-06 23:58:23,,ce0676ba-4e86-4680-a32e-c477adcb7ffa,b236b67d-105b-41c2-bde2-e18dca139926,Ending inventory 2022,no_type,not_started,0,,Need to get ending inventory for 2022
365f6821-7166-4697-b96c-573fbb715e2e,,0,2023-04-06 23:57:41,2023-04-06 23:57:55,,ce0676ba-4e86-4680-a32e-c477adcb7ffa,b236b67d-105b-41c2-bde2-e18dca139926,Square up Loan Payables(possibly) for 2022,no_type,not_started,0,,We will need to first confirm ending 2021 balances then we need to make sure loan payables are squared up.
c9bf4e42-b63d-451a-80b7-3de789033c3f,,0,2023-04-06 23:56:06,2023-04-06 23:56:06,,ce0676ba-4e86-4680-a32e-c477adcb7ffa,b236b67d-105b-41c2-bde2-e18dca139926,Get Year Ending 2021 Payroll,no_type,not_started,0,,
2556826d-a6aa-4161-876f-264d1353da47,,0,2023-04-06 23:55:41,2023-04-06 23:55:41,,ce0676ba-4e86-4680-a32e-c477adcb7ffa,b236b67d-105b-41c2-bde2-e18dca139926,Get List of AJE's for 2021 From CPA,no_type,not_started,0,,Find out if we can get a list of AJE's From the CPA
0a8e188d-fdbc-4865-b5fe-aea699abba14,,0,2023-04-06 23:55:00,2023-04-06 23:55:00,,ce0676ba-4e86-4680-a32e-c477adcb7ffa,b236b67d-105b-41c2-bde2-e18dca139926,Tie Up 2021 Balances,no_type,not_started,0,,Were the AJE's permanent or temporary?
9d2617f4-6fbf-4183-bbb3-47aef59fc880,,0,2023-04-05 20:21:56,2023-04-05 20:23:47,,56fdd832-768f-4fef-ac78-7ffb6a756473,31ed5deb-101e-4eff-84ab-634b2f59cf1a,"Get 2023 Budget File, in excel, if applicable",no_type,completed,1,,"not completed yet, this was for test purposes"
0876d4b6-87e0-44d8-ac37-844abbb816d3,,0,2023-04-05 20:20:37,2023-04-06 20:28:15,,ce0676ba-4e86-4680-a32e-c477adcb7ffa,31ed5deb-101e-4eff-84ab-634b2f59cf1a,Get Report access to payroll,no_type,completed,1,,View only access with reporting
3810e689-b4b7-49e6-8bad-259c091d85e8,,0,2023-04-05 20:19:25,2023-04-06 20:28:19,,ce0676ba-4e86-4680-a32e-c477adcb7ffa,31ed5deb-101e-4eff-84ab-634b2f59cf1a,Get View access to PEX(banking) account,no_type,completed,1,,Get view only access with statements accesss
22cd7deb-361f-4425-a503-9f1eee632446,,0,2023-04-05 20:18:35,2023-04-06 20:28:22,,ce0676ba-4e86-4680-a32e-c477adcb7ffa,31ed5deb-101e-4eff-84ab-634b2f59cf1a,Get Bank Access to main checking,no_type,completed,1,,view only access with statements
e49f982b-0e35-475b-be41-e37917573ca4,,0,2023-04-05 20:17:40,2023-04-06 20:28:25,,ce0676ba-4e86-4680-a32e-c477adcb7ffa,31ed5deb-101e-4eff-84ab-634b2f59cf1a,Get View Only Access to Paypal account,no_type,completed,1,,"Get login access, make username distinguishable to minority vets,"
3480bbb6-f40b-447a-bade-7e746a8d4b4e,,0,2023-04-05 20:16:15,2023-04-06 20:29:10,,ce0676ba-4e86-4680-a32e-c477adcb7ffa,31ed5deb-101e-4eff-84ab-634b2f59cf1a,Onboard To Support Email,no_type,completed,1,,
b3704258-d8cc-4715-8d99-750caf8be3db,,0,2023-04-05 20:15:59,2023-04-06 20:28:39,,ce0676ba-4e86-4680-a32e-c477adcb7ffa,31ed5deb-101e-4eff-84ab-634b2f59cf1a,Onboard to Chargezoom,no_type,completed,1,,
50751a22-6207-40c6-89a8-6bee3ba15eb9,,0,2023-04-03 12:44:45,2023-04-03 12:44:45,,6eb1dc89-d268-47c8-b173-ee9a07925a6e,e371dbd0-d7fa-41af-83d3-c2785d777763,Record sales and sales taxes from POS report,monthly,completed,1,,
7f7a633b-6f77-4f63-afd7-33f9b01ef592,,0,2023-04-03 12:44:15,2023-04-03 12:44:15,,6eb1dc89-d268-47c8-b173-ee9a07925a6e,e371dbd0-d7fa-41af-83d3-c2785d777763,Reconcile bank and credit card accounts,monthly,completed,1,,
ca07b470-8be7-44c8-a154-704f2a4ab216,,0,2023-04-03 12:43:52,2023-04-03 12:43:52,,6eb1dc89-d268-47c8-b173-ee9a07925a6e,e371dbd0-d7fa-41af-83d3-c2785d777763,Record bank and credit card transactions,recurring,completed,1,,
7b239ed8-067b-4f9a-b7bd-6623126a85d4,,0,2023-04-02 04:26:26,2023-04-03 16:53:51,,6eb1dc89-d268-47c8-b173-ee9a07925a6e,f72b3b15-b418-4908-a6d7-5fa39a7e0a14,Recording Payroll,monthly,completed,1,,
7cc51252-f0eb-4e23-ae66-0a354fcae24f,,0,2023-04-02 04:07:52,2023-04-03 16:54:32,,6eb1dc89-d268-47c8-b173-ee9a07925a6e,f72b3b15-b418-4908-a6d7-5fa39a7e0a14,Record bank and credit card transactions,weekly,completed,1,,
